ATM_ID,Date,Location,Transactions,Withdrawal_Amount,Cash_Loaded,Cash_Remaining,Weekend_Flag,Salary_Week_Flag
ATM_011,2025-06-30,Ahmedabad,85,224145,891332,671769,0,0
ATM_012,2025-06-30,Anand,206,197554,424481,195603,0,0
ATM_013,2025-06-30,Vadodara,140,175840,508798,378506,0,0
ATM_014,2025-06-30,Rajkot,175,171675,348968,196048,0,0
ATM_015,2025-06-30,Rajkot,87,164517,466595,331716,0,0
ATM_016,2025-06-30,Anand,165,411840,871922,486563,0,0
ATM_017,2025-06-30,Anand,147,209475,487318,211741,0,0
ATM_018,2025-06-30,Vadodara,168,355488,720780,338102,0,0
ATM_019,2025-06-30,Ahmedabad,108,245376,767447,455934,0,0
ATM_020,2025-06-30,Vadodara,131,95237,457440,381062,0,0
ATM_001,2025-07-01,Surat,88,202928,784047,573221,0,1
ATM_002,2025-07-01,Anand,136,327216,630591,349682,0,1
ATM_003,2025-07-01,Anand,136,180608,466092,335620,0,1
ATM_004,2025-07-01,Ahmedabad,175,420000,621680,158218,0,1
ATM_005,2025-07-01,Anand,70,106190,838303,776179,0,1
ATM_006,2025-07-01,Surat,76,143488,605919,470535,0,1
ATM_007,2025-07-01,Rajkot,238,495992,516310,76198,0,1
ATM_008,2025-07-01,Surat,129,237489,501317,199208,0,1
ATM_009,2025-07-01,Vadodara,246,714138,372087,0,0,1
ATM_010,2025-07-01,Ahmedabad,174,392718,790614,419782,0,1
ATM_011,2025-07-01,Rajkot,198,142560,679546,575610,0,1
ATM_012,2025-07-01,Ahmedabad,138,197202,448008,211515,0,1
ATM_013,2025-07-01,Surat,72,207072,433283,221266,0,1
ATM_014,2025-07-01,Anand,139,137193,848690,732561,0,1
ATM_015,2025-07-01,Rajkot,202,200788,827159,626221,0,1
ATM_016,2025-07-01,Vadodara,220,651420,538610,0,0,1
ATM_017,2025-07-01,Rajkot,120,353640,788274,463107,0,1
ATM_018,2025-07-01,Surat,135,262035,349209,77219,0,1
ATM_019,2025-07-01,Surat,197,523035,529912,0,0,1
ATM_020,2025-07-01,Ahmedabad,81,204687,570262,331111,0,1
ATM_001,2025-07-02,Surat,237,305256,769532,468798,0,1
ATM_002,2025-07-02,Ahmedabad,232,665376,497674,0,0,1
ATM_003,2025-07-02,Ahmedabad,74,110852,424864,295116,0,1
ATM_004,2025-07-02,Ahmedabad,189,185031,790967,637779,0,1
ATM_005,2025-07-02,Rajkot,218,436436,701971,225122,0,1
ATM_006,2025-07-02,Surat,74,145558,326978,211653,0,1
ATM_007,2025-07-02,Rajkot,177,426570,590221,223724,0,1
ATM_008,2025-07-02,Ahmedabad,110,137170,648974,497071,0,1
ATM_009,2025-07-02,Ahmedabad,134,98624,342962,259808,0,1
ATM_010,2025-07-02,Ahmedabad,181,262993,473163,212019,0,1
ATM_011,2025-07-02,Vadodara,133,383705,826167,389858,0,1
ATM_012,2025-07-02,Anand,115,158470,824865,623889,0,1
ATM_013,2025-07-02,Vadodara,237,629946,482053,0,0,1
ATM_014,2025-07-02,Rajkot,189,260442,660449,428989,0,1
ATM_015,2025-07-02,Ahmedabad,147,201243,785110,541877,0,1
ATM_016,2025-07-02,Ahmedabad,232,206016,469271,320186,0,1
ATM_017,2025-07-02,Surat,129,311535,569050,260007,0,1
ATM_018,2025-07-02,Ahmedabad,182,262990,479955,280212,0,1
ATM_019,2025-07-02,Ahmedabad,70,162120,404869,195860,0,1
ATM_020,2025-07-02,Anand,173,298598,731823,468433,0,1
ATM_001,2025-07-03,Anand,185,270470,692430,406690,0,1
ATM_002,2025-07-03,Vadodara,215,158240,596752,422653,0,1
ATM_003,2025-07-03,Anand,134,393290,583471,222988,0,1
ATM_004,2025-07-03,Anand,178,333572,656743,279362,0,1
ATM_005,2025-07-03,Anand,247,682708,851359,224171,0,1
ATM_006,2025-07-03,Surat,176,253088,841027,634343,0,1
ATM_007,2025-07-03,Anand,177,207621,810036,537000,0,1
ATM_008,2025-07-03,Anand,84,241584,645901,340807,0,1
ATM_009,2025-07-03,Anand,188,339716,383452,0,0,1
ATM_010,2025-07-03,Rajkot,240,669360,895046,225184,0,1
ATM_011,2025-07-03,Surat,202,408646,593098,204037,0,1
ATM_012,2025-07-03,Anand,162,244296,766949,560845,0,1
ATM_013,2025-07-03,Anand,102,158406,528635,406804,0,1
ATM_014,2025-07-03,Vadodara,242,540628,345002,0,0,1
ATM_015,2025-07-03,Rajkot,123,157563,651095,518159,0,1
ATM_016,2025-07-03,Anand,249,192477,778448,535238,0,1
ATM_017,2025-07-03,Vadodara,153,173349,614873,417067,0,1
ATM_018,2025-07-03,Rajkot,208,198224,531585,374509,0,1
ATM_019,2025-07-03,Vadodara,188,280120,403206,133682,0,1
ATM_020,2025-07-03,Rajkot,209,183293,301271,150465,0,1
ATM_001,2025-07-04,Ahmedabad,232,355888,787580,497071,0,1
ATM_002,2025-07-04,Vadodara,94,135548,543978,390262,0,1
ATM_003,2025-07-04,Surat,101,78174,323209,278186,0,1
ATM_004,2025-07-04,Surat,75,171300,638159,436370,0,1
ATM_005,2025-07-04,Vadodara,212,195676,435167,266004,0,1
ATM_006,2025-07-04,Vadodara,101,83325,522788,411808,0,1
ATM_007,2025-07-04,Anand,185,543160,870060,351412,0,1
ATM_008,2025-07-04,Ahmedabad,124,180544,630374,450742,0,1
ATM_009,2025-07-04,Ahmedabad,243,679671,780705,89757,0,1
ATM_010,2025-07-04,Rajkot,212,402800,767789,357521,0,1
ATM_011,2025-07-04,Surat,209,209209,864783,613713,0,1
ATM_012,2025-07-04,Rajkot,146,370256,550661,147557,0,1
ATM_013,2025-07-04,Anand,186,522846,829892,350187,0,1
ATM_014,2025-07-04,Ahmedabad,154,358974,787638,359760,0,1
ATM_015,2025-07-04,Surat,235,494675,529680,85858,0,1
ATM_016,2025-07-04,Anand,128,147200,713809,549017,0,1
ATM_017,2025-07-04,Anand,204,334356,340019,0,0,1
ATM_018,2025-07-04,Vadodara,116,189660,728651,543080,0,1
ATM_019,2025-07-04,Anand,112,162064,779736,610219,0,1
ATM_020,2025-07-04,Anand,156,467064,648580,235620,0,1
ATM_001,2025-07-05,Anand,183,295362,338401,97757,1,1
ATM_002,2025-07-05,Ahmedabad,178,356356,490416,189251,1,1
ATM_003,2025-07-05,Anand,181,225526,592285,310803,1,1
ATM_004,2025-07-05,Rajkot,216,605016,682667,116043,1,1
ATM_005,2025-07-05,Anand,169,377208,391759,73826,1,1
ATM_006,2025-07-05,Rajkot,128,203136,797180,623353,1,1
ATM_007,2025-07-05,Ahmedabad,137,252080,755133,436534,1,1
ATM_008,2025-07-05,Surat,135,219510,679245,450742,1,1
ATM_009,2025-07-05,Ahmedabad,188,147016,858260,741484,1,1
ATM_010,2025-07-05,Rajkot,114,163704,301978,94829,1,1
ATM_011,2025-07-05,Anand,74,106634,359428,222352,1,1
ATM_012,2025-07-05,Rajkot,195,298545,841442,605591,1,1
ATM_013,2025-07-05,Ahmedabad,74,159026,662025,464379,1,1
ATM_014,2025-07-05,Vadodara,185,526695,371041,0,1,1
ATM_015,2025-07-05,Ahmedabad,147,381465,707642,395195,1,1
ATM_016,2025-07-05,Surat,112,308560,752580,468181,1,1
ATM_017,2025-07-05,Surat,227,231086,546836,250054,1,1
ATM_018,2025-07-05,Rajkot,91,163891,701706,553571,1,1
ATM_019,2025-07-05,Vadodara,199,407353,450388,10610,1,1
ATM_020,2025-07-05,Ahmedabad,73,51465,695811,653702,1,1
ATM_001,2025-07-06,Rajkot,196,217364,622224,421575,1,0
ATM_002,2025-07-06,Surat,174,311808,892813,578793,1,0
ATM_003,2025-07-06,Rajkot,44,51172,358561,342017,1,0
ATM_004,2025-07-06,Surat,60,139680,396113,220072,1,0
ATM_005,2025-07-06,Ahmedabad,135,294705,516890,274658,1,0
ATM_006,2025-07-06,Surat,197,420792,460010,0,1,0
ATM_007,2025-07-06,Surat,50,96550,653243,505445,1,0
ATM_008,2025-07-06,Rajkot,153,256275,871205,665671,1,0
ATM_009,2025-07-06,Rajkot,49,97657,305586,166659,1,0
ATM_010,2025-07-06,Anand,114,106590,335688,289992,1,0
ATM_011,2025-07-06,Vadodara,183,421632,674808,209592,1,0
ATM_012,2025-07-06,Vadodara,70,72030,563759,514474,1,0
ATM_013,2025-07-06,Vadodara,163,137246,488022,378067,1,0
ATM_014,2025-07-06,Anand,67,187064,323013,76066,1,0
ATM_015,2025-07-06,Vadodara,108,221616,554926,319115,1,0
ATM_016,2025-07-06,Ahmedabad,44,32428,892850,791513,1,0
ATM_017,2025-07-06,Ahmedabad,174,436740,738658,245128,1,0
ATM_018,2025-07-06,Vadodara,108,211356,770445,514070,1,0
ATM_019,2025-07-06,Vadodara,107,193563,579988,342077,1,0
ATM_020,2025-07-06,Anand,202,211696,427809,211014,1,0
ATM_001,2025-07-07,Rajkot,80,127680,894781,774719,0,0
ATM_002,2025-07-07,Rajkot,71,188434,883437,637721,0,0
ATM_003,2025-07-07,Rajkot,43,128957,509863,405749,0,0
ATM_004,2025-07-07,Vadodara,111,288156,527615,194559,0,0
ATM_005,2025-07-07,Rajkot,44,128260,556926,391423,0,0
ATM_006,2025-07-07,Vadodara,53,119833,739862,636585,0,0
ATM_007,2025-07-07,Surat,197,443053,318420,0,0,0
ATM_008,2025-07-07,Surat,129,261741,357102,57466,0,0
ATM_009,2025-07-07,Vadodara,197,518110,673298,118926,0,0
ATM_010,2025-07-07,Surat,149,288762,314982,0,0,0
ATM_011,2025-07-07,Surat,74,86136,381012,287465,0,0
ATM_012,2025-07-07,Ahmedabad,139,408799,453745,82374,0,0
ATM_013,2025-07-07,Vadodara,130,353860,348007,0,0,0
ATM_014,2025-07-07,Ahmedabad,77,202895,559054,353049,0,0
ATM_015,2025-07-07,Vadodara,106,88828,322039,294056,0,0
ATM_016,2025-07-07,Surat,213,590436,840570,290476,0,0
ATM_017,2025-07-07,Surat,218,430768,306301,0,0,0
ATM_018,2025-07-07,Rajkot,186,153636,734416,581438,0,0
ATM_019,2025-07-07,Surat,117,111267,470833,302073,0,0
ATM_020,2025-07-07,Vadodara,48,84864,818472,692196,0,0
ATM_001,2025-07-08,Vadodara,88,243056,869756,631371,0,0
ATM_002,2025-07-08,Ahmedabad,183,451095,771241,321627,0,0
ATM_003,2025-07-08,Surat,120,323280,583495,323957,0,0
ATM_004,2025-07-08,Rajkot,137,277288,716914,394743,0,0
ATM_005,2025-07-08,Surat,110,89320,836872,679299,0,0
ATM_006,2025-07-08,Anand,139,184731,389991,211823,0,0
ATM_007,2025-07-08,Surat,104,106392,660835,504500,0,0
ATM_008,2025-07-08,Vadodara,158,376514,803541,465216,0,0
ATM_009,2025-07-08,Surat,210,162540,324142,206373,0,0
ATM_010,2025-07-08,Surat,139,189596,823828,582761,0,0
ATM_011,2025-07-08,Anand,81,218214,482219,304678,0,0
ATM_012,2025-07-08,Rajkot,121,168190,659409,536489,0,0
ATM_013,2025-07-08,Anand,139,164159,420966,288540,0,0
ATM_014,2025-07-08,Ahmedabad,100,296100,789334,529219,0,0
ATM_015,2025-07-08,Surat,85,150365,611864,494655,0,0
ATM_016,2025-07-08,Ahmedabad,105,271110,848342,584346,0,0
ATM_017,2025-07-08,Rajkot,52,54340,803067,693682,0,0
ATM_018,2025-07-08,Ahmedabad,106,250902,378411,178564,0,0
ATM_019,2025-07-08,Anand,44,39380,796874,811274,0,0
ATM_020,2025-07-08,Surat,77,182644,387265,274036,0,0
ATM_001,2025-07-09,Anand,219,453768,743609,344419,0,0
ATM_002,2025-07-09,Ahmedabad,117,232362,517721,255260,0,0
ATM_003,2025-07-09,Rajkot,56,108864,504412,327861,0,0
ATM_004,2025-07-09,Ahmedabad,152,406448,506428,34776,0,0
ATM_005,2025-07-09,Anand,118,215822,463827,275782,0,0
ATM_006,2025-07-09,Ahmedabad,150,115500,376049,312896,0,0
ATM_007,2025-07-09,Anand,195,470340,774788,361202,0,0
ATM_008,2025-07-09,Rajkot,128,98944,371046,307891,0,0
ATM_009,2025-07-09,Rajkot,215,542445,617573,98131,0,0
ATM_010,2025-07-09,Vadodara,186,196230,751361,619068,0,0
ATM_011,2025-07-09,Vadodara,184,473800,808642,396262,0,0
ATM_012,2025-07-09,Ahmedabad,188,191384,882998,757135,0,0
ATM_013,2025-07-09,Surat,204,358632,417454,124722,0,0
ATM_014,2025-07-09,Surat,67,194166,891683,665800,0,0
ATM_015,2025-07-09,Rajkot,67,108875,646766,585930,0,0
ATM_016,2025-07-09,Surat,83,85656,818943,678714,0,0
ATM_017,2025-07-09,Anand,152,275272,632276,423435,0,0
ATM_018,2025-07-09,Vadodara,54,56592,469268,399178,0,0
ATM_019,2025-07-09,Rajkot,217,352408,852374,528283,0,0
ATM_020,2025-07-09,Rajkot,161,388332,799116,393409,0,0
ATM_001,2025-07-10,Rajkot,67,105123,587503,443166,0,0
ATM_002,2025-07-10,Rajkot,155,205220,578278,350543,0,0
ATM_003,2025-07-10,Anand,184,306728,826945,517387,0,0
ATM_004,2025-07-10,Rajkot,191,162350,305968,207468,0,0
ATM_005,2025-07-10,Ahmedabad,125,328125,550686,276775,0,0
ATM_006,2025-07-10,Ahmedabad,109,266832,863151,631721,0,0
ATM_007,2025-07-10,Rajkot,52,80392,708446,578314,0,0
ATM_008,2025-07-10,Ahmedabad,217,490637,867005,373285,0,0
ATM_009,2025-07-10,Surat,151,280256,444778,109095,0,0
ATM_010,2025-07-10,Vadodara,82,121524,701133,566582,0,0
ATM_011,2025-07-10,Surat,87,212976,450381,176156,0,0
ATM_012,2025-07-10,Anand,162,373248,777618,417777,0,0
ATM_013,2025-07-10,Vadodara,48,115968,401707,322395,0,0
ATM_014,2025-07-10,Surat,51,76296,846953,774580,0,0
ATM_015,2025-07-10,Surat,42,59934,688453,696442,0,0
ATM_016,2025-07-10,Rajkot,148,260924,877987,551569,0,0
ATM_017,2025-07-10,Rajkot,190,491910,480791,0,0,0
ATM_018,2025-07-10,Rajkot,200,542200,807438,271223,0,0
ATM_019,2025-07-10,Rajkot,167,391281,691992,273298,0,0
ATM_020,2025-07-10,Vadodara,92,233220,773749,531412,0,0
ATM_001,2025-07-11,Vadodara,62,164610,464735,315570,0,0
ATM_002,2025-07-11,Rajkot,189,394632,428106,95330,0,0
ATM_003,2025-07-11,Vadodara,122,149938,418806,230014,0,0
ATM_004,2025-07-11,Vadodara,164,381628,866724,434537,0,0
ATM_005,2025-07-11,Anand,87,173652,662675,518078,0,0
ATM_006,2025-07-11,Anand,175,524650,745258,223879,0,0
ATM_007,2025-07-11,Vadodara,207,596160,385190,0,0,0
ATM_008,2025-07-11,Anand,83,180110,775786,563045,0,0
ATM_009,2025-07-11,Vadodara,154,269962,386034,127146,0,0
ATM_010,2025-07-11,Anand,63,91854,421395,339937,0,0
ATM_011,2025-07-11,Ahmedabad,196,149156,615156,477089,0,0
ATM_012,2025-07-11,Anand,98,114268,514738,390281,0,0
ATM_013,2025-07-11,Ahmedabad,152,438368,725138,288362,0,0
ATM_014,2025-07-11,Anand,120,281040,397850,50382,0,0
ATM_015,2025-07-11,Rajkot,215,444190,805223,404377,0,0
ATM_016,2025-07-11,Anand,145,186905,774194,656339,0,0
ATM_017,2025-07-11,Vadodara,50,135300,322866,234772,0,0
ATM_018,2025-07-11,Rajkot,182,529802,530095,46657,0,0
ATM_019,2025-07-11,Ahmedabad,97,275092,552960,331346,0,0
ATM_020,2025-07-11,Ahmedabad,161,177422,407832,225242,0,0
ATM_001,2025-07-12,Surat,130,353080,818939,444617,1,0
ATM_002,2025-07-12,Anand,103,173864,868467,682693,1,0
ATM_003,2025-07-12,Ahmedabad,104,199680,419341,169071,1,0
ATM_004,2025-07-12,Vadodara,58,68324,326698,292102,1,0
ATM_005,2025-07-12,Ahmedabad,115,297390,794336,519128,1,0
ATM_006,2025-07-12,Anand,200,246000,432258,164920,1,0
ATM_007,2025-07-12,Ahmedabad,47,37318,375997,376730,1,0
ATM_008,2025-07-12,Vadodara,113,145431,369791,245886,1,0
ATM_009,2025-07-12,Surat,59,90683,549693,506493,1,0
ATM_010,2025-07-12,Ahmedabad,86,125560,467343,354109,1,0
ATM_011,2025-07-12,Anand,66,68574,792277,778845,1,0
ATM_012,2025-07-12,Rajkot,151,295054,874591,578881,1,0
ATM_013,2025-07-12,Vadodara,136,407728,691480,279449,1,0
ATM_014,2025-07-12,Rajkot,182,439894,564088,86666,1,0
ATM_015,2025-07-12,Rajkot,127,221869,850714,671761,1,0
ATM_016,2025-07-12,Ahmedabad,143,205205,344868,191299,1,0
ATM_017,2025-07-12,Rajkot,54,141264,747604,550834,1,0
ATM_018,2025-07-12,Rajkot,186,214458,804332,611540,1,0
ATM_019,2025-07-12,Anand,195,503685,879323,355916,1,0
ATM_020,2025-07-12,Rajkot,117,147420,895025,717343,1,0
ATM_001,2025-07-13,Surat,93,96813,604110,531017,1,0
ATM_002,2025-07-13,Surat,95,258970,596162,287260,1,0
ATM_003,2025-07-13,Vadodara,147,423948,695959,266510,1,0
ATM_004,2025-07-13,Ahmedabad,141,185979,855341,622099,1,0
ATM_005,2025-07-13,Rajkot,184,424856,376168,3725,1,0
ATM_006,2025-07-13,Anand,140,390320,432537,69144,1,0
ATM_007,2025-07-13,Rajkot,167,212090,418342,140116,1,0
ATM_008,2025-07-13,Rajkot,94,105280,712251,556955,1,0
ATM_009,2025-07-13,Ahmedabad,60,160920,560512,365976,1,0
ATM_010,2025-07-13,Vadodara,167,141616,418775,315814,1,0
ATM_011,2025-07-13,Anand,77,221837,534160,320326,1,0
ATM_012,2025-07-13,Anand,53,112731,898516,839136,1,0
ATM_013,2025-07-13,Surat,85,151980,717010,576686,1,0
ATM_014,2025-07-13,Vadodara,170,429420,804536,403799,1,0
ATM_015,2025-07-13,Vadodara,140,202300,849297,619173,1,0
ATM_016,2025-07-13,Vadodara,133,351120,818800,464248,1,0
ATM_017,2025-07-13,Vadodara,170,483650,326714,0,1,0
ATM_018,2025-07-13,Surat,211,177240,396300,153975,1,0
ATM_019,2025-07-13,Ahmedabad,98,181006,850025,617237,1,0
ATM_020,2025-07-13,Rajkot,52,40872,624126,585221,1,0
ATM_001,2025-07-14,Anand,188,542192,731871,129281,0,0
ATM_002,2025-07-14,Vadodara,105,133035,826189,754820,0,0
ATM_003,2025-07-14,Ahmedabad,61,62525,341044,321779,0,0
ATM_004,2025-07-14,Surat,115,169280,465311,300089,0,0
ATM_005,2025-07-14,Surat,80,87520,643990,547847,0,0
ATM_006,2025-07-14,Ahmedabad,100,156900,447134,296169,0,0
ATM_007,2025-07-14,Vadodara,129,374487,328287,0,0,0
ATM_008,2025-07-14,Ahmedabad,177,361965,669763,305611,0,0
ATM_009,2025-07-14,Rajkot,70,170940,847205,643579,0,0
ATM_010,2025-07-14,Vadodara,114,128820,895653,731325,0,0
ATM_011,2025-07-14,Ahmedabad,191,400145,815591,440737,0,0
ATM_012,2025-07-14,Anand,168,486192,700877,277571,0,0
ATM_013,2025-07-14,Ahmedabad,117,320463,468864,200920,0,0
ATM_014,2025-07-14,Anand,171,263682,800122,496730,0,0
ATM_015,2025-07-14,Ahmedabad,118,300782,748471,500067,0,0
ATM_016,2025-07-14,Anand,194,527874,628124,57992,0,0
ATM_017,2025-07-14,Ahmedabad,194,350364,611762,210398,0,0
ATM_018,2025-07-14,Rajkot,190,485450,704735,207734,0,0
ATM_019,2025-07-14,Anand,97,185852,887212,745757,0,0
ATM_020,2025-07-14,Ahmedabad,188,515872,745909,190452,0,0
ATM_001,2025-07-15,Surat,216,331344,587114,210149,0,0
ATM_002,2025-07-15,Ahmedabad,58,161762,805814,699272,0,0
ATM_003,2025-07-15,Rajkot,63,152712,626876,510236,0,0
ATM_004,2025-07-15,Surat,208,541008,725352,139855,0,0
ATM_005,2025-07-15,Anand,188,538620,544631,4514,0,0
ATM_006,2025-07-15,Rajkot,212,473820,500881,19810,0,0
ATM_007,2025-07-15,Rajkot,187,269093,715042,474241,0,0
ATM_008,2025-07-15,Ahmedabad,191,381045,794886,360153,0,0
ATM_009,2025-07-15,Surat,91,162890,325357,119810,0,0
ATM_010,2025-07-15,Anand,148,357272,487382,160374,0,0
ATM_011,2025-07-15,Vadodara,164,286016,340421,33904,0,0
ATM_012,2025-07-15,Surat,199,510435,600362,30344,0,0
ATM_013,2025-07-15,Vadodara,46,78706,836787,784882,0,0
ATM_014,2025-07-15,Ahmedabad,112,250432,577281,363092,0,0
ATM_015,2025-07-15,Anand,46,118956,691370,571928,0,0
ATM_016,2025-07-15,Anand,202,165034,619086,443359,0,0
ATM_017,2025-07-15,Surat,180,343620,524176,157621,0,0
ATM_018,2025-07-15,Ahmedabad,152,427728,883353,455451,0,0
ATM_019,2025-07-15,Surat,202,507626,414174,0,0,0
ATM_020,2025-07-15,Anand,86,163572,379914,257821,0,0
ATM_001,2025-07-16,Surat,70,115430,805655,671619,0,0
ATM_002,2025-07-16,Anand,101,230684,720233,490047,0,0
ATM_003,2025-07-16,Surat,126,182952,304343,114594,0,0
ATM_004,2025-07-16,Rajkot,65,51740,865900,821270,0,0
ATM_005,2025-07-16,Ahmedabad,56,66024,514873,499037,0,0
ATM_006,2025-07-16,Surat,103,139565,474107,311167,0,0
ATM_007,2025-07-16,Anand,202,370670,557658,163788,0,0
ATM_008,2025-07-16,Vadodara,133,157472,527630,364819,0,0
ATM_009,2025-07-16,Rajkot,193,539435,448412,0,0,0
ATM_010,2025-07-16,Ahmedabad,214,496266,445403,0,0,0
ATM_011,2025-07-16,Rajkot,86,160476,487644,330433,0,0
ATM_012,2025-07-16,Anand,160,307200,563129,202166,0,0
ATM_013,2025-07-16,Anand,124,344348,598158,314300,0,0
ATM_014,2025-07-16,Vadodara,213,636018,646413,50993,0,0
ATM_015,2025-07-16,Vadodara,179,197079,573299,372125,0,0
ATM_016,2025-07-16,Surat,144,123120,748709,641659,0,0
ATM_017,2025-07-16,Anand,158,153102,310229,210171,0,0
ATM_018,2025-07-16,Ahmedabad,186,266724,654511,436352,0,0
ATM_019,2025-07-16,Rajkot,70,132020,887137,713937,0,0
ATM_020,2025-07-16,Rajkot,198,207900,524295,278217,0,0
ATM_001,2025-07-17,Surat,148,169460,794089,684742,0,0
ATM_002,2025-07-17,Ahmedabad,116,124004,667242,490629,0,0
ATM_003,2025-07-17,Ahmedabad,96,214752,584008,427892,0,0
ATM_004,2025-07-17,Vadodara,180,340740,596579,226011,0,0
ATM_005,2025-07-17,Vadodara,61,47275,389547,291892,0,0
ATM_006,2025-07-17,Surat,111,145965,745528,547100,0,0
ATM_007,2025-07-17,Vadodara,141,269733,538570,271706,0,0
ATM_008,2025-07-17,Vadodara,193,173893,858191,683199,0,0
ATM_009,2025-07-17,Ahmedabad,109,228573,635304,347780,0,0
ATM_010,2025-07-17,Rajkot,71,170755,839284,626239,0,0
ATM_011,2025-07-17,Ahmedabad,50,55000,702149,602833,0,0
ATM_012,2025-07-17,Ahmedabad,48,85824,389730,252237,0,0
ATM_013,2025-07-17,Vadodara,136,97512,417776,367704,0,0
ATM_014,2025-07-17,Surat,191,438727,709825,305649,0,0
ATM_015,2025-07-17,Ahmedabad,217,596533,888304,253141,0,0
ATM_016,2025-07-17,Surat,175,446250,838871,404190,0,0
ATM_017,2025-07-17,Vadodara,138,171396,891830,721492,0,0
ATM_018,2025-07-17,Vadodara,166,307432,667772,389919,0,0
ATM_019,2025-07-17,Ahmedabad,175,358225,784417,411660,0,0
ATM_020,2025-07-17,Rajkot,165,134475,558070,366651,0,0
ATM_001,2025-07-18,Vadodara,142,113032,624890,528467,0,0
ATM_002,2025-07-18,Vadodara,214,264290,499953,277908,0,0
ATM_003,2025-07-18,Anand,60,173220,644189,476285,0,0
ATM_004,2025-07-18,Ahmedabad,82,71750,357554,315405,0,0
ATM_005,2025-07-18,Ahmedabad,203,297801,609233,302445,0,0
ATM_006,2025-07-18,Vadodara,92,131928,719779,570605,0,0
ATM_007,2025-07-18,Ahmedabad,98,120344,671431,589452,0,0
ATM_008,2025-07-18,Vadodara,50,50350,754262,651957,0,0
ATM_009,2025-07-18,Rajkot,135,226935,572343,342711,0,0
ATM_010,2025-07-18,Vadodara,102,73848,758479,659636,0,0
ATM_011,2025-07-18,Rajkot,164,259940,850963,649738,0,0
ATM_012,2025-07-18,Rajkot,188,359268,876063,553220,0,0
ATM_013,2025-07-18,Ahmedabad,134,209844,557995,341078,0,0
ATM_014,2025-07-18,Anand,65,96330,337310,255739,0,0
ATM_015,2025-07-18,Vadodara,218,196854,575253,430103,0,0
ATM_016,2025-07-18,Ahmedabad,122,248148,563198,291127,0,0
ATM_017,2025-07-18,Surat,43,114638,313850,236241,0,0
ATM_018,2025-07-18,Surat,164,337676,648951,284217,0,0
ATM_019,2025-07-18,Rajkot,148,165760,512260,415982,0,0
ATM_020,2025-07-18,Anand,49,77028,892599,842005,0,0
ATM_001,2025-07-19,Anand,117,161577,452325,297366,1,0
ATM_002,2025-07-19,Vadodara,50,42900,481110,463700,1,0
ATM_003,2025-07-19,Ahmedabad,158,299410,444804,154157,1,0
ATM_004,2025-07-19,Vadodara,106,163770,654386,536938,1,0
ATM_005,2025-07-19,Vadodara,149,237655,332771,69911,1,0
ATM_006,2025-07-19,Ahmedabad,188,392168,396002,0,1,0
ATM_007,2025-07-19,Surat,138,261924,557270,361393,1,0
ATM_008,2025-07-19,Vadodara,205,220785,548475,264887,1,0
ATM_009,2025-07-19,Rajkot,65,58760,843219,764571,1,0
ATM_010,2025-07-19,Surat,82,229600,578235,403577,1,0
ATM_011,2025-07-19,Anand,170,256870,486978,246156,1,0
ATM_012,2025-07-19,Vadodara,187,342958,632470,221877,1,0
ATM_013,2025-07-19,Anand,166,211816,623754,347302,1,0
ATM_014,2025-07-19,Vadodara,210,441630,518747,107622,1,0
ATM_015,2025-07-19,Surat,187,212993,590807,436899,1,0
ATM_016,2025-07-19,Vadodara,213,466257,535235,22035,1,0
ATM_017,2025-07-19,Rajkot,84,183792,757025,582852,1,0
ATM_018,2025-07-19,Vadodara,212,537208,895273,368842,1,0
ATM_019,2025-07-19,Vadodara,97,253461,489086,266321,1,0
ATM_020,2025-07-19,Ahmedabad,53,140026,571813,376512,1,0
ATM_001,2025-07-20,Vadodara,128,366464,881371,521747,1,0
ATM_002,2025-07-20,Vadodara,168,444192,724988,274388,1,0
ATM_003,2025-07-20,Ahmedabad,100,172600,304336,81912,1,0
ATM_004,2025-07-20,Surat,129,240714,486351,246045,1,0
ATM_005,2025-07-20,Surat,207,222111,325482,47050,1,0
ATM_006,2025-07-20,Ahmedabad,155,263500,727344,395441,1,0
ATM_007,2025-07-20,Anand,168,323400,310153,53581,1,0
ATM_008,2025-07-20,Anand,102,108834,534199,427707,1,0
ATM_009,2025-07-20,Anand,110,225940,748719,586089,1,0
ATM_010,2025-07-20,Vadodara,185,420505,548146,188393,1,0
ATM_011,2025-07-20,Ahmedabad,162,199098,595119,442298,1,0
ATM_012,2025-07-20,Ahmedabad,185,468790,702061,266938,1,0
ATM_013,2025-07-20,Anand,215,258215,434543,195613,1,0
ATM_014,2025-07-20,Vadodara,215,353675,309092,14666,1,0
ATM_015,2025-07-20,Surat,188,155664,505771,394662,1,0
ATM_016,2025-07-20,Anand,187,354178,847180,470086,1,0
ATM_017,2025-07-20,Rajkot,167,216766,371624,132139,1,0
ATM_018,2025-07-20,Rajkot,138,190578,731192,572141,1,0
ATM_019,2025-07-20,Anand,56,41832,673598,586628,1,0
ATM_020,2025-07-20,Rajkot,151,297923,503975,166504,1,0
ATM_001,2025-07-21,Ahmedabad,171,349695,725016,322289,0,0
ATM_002,2025-07-21,Vadodara,209,349239,662797,353199,0,0
ATM_003,2025-07-21,Surat,146,424860,511483,49797,0,0
ATM_004,2025-07-21,Vadodara,183,479277,524403,107173,0,0
